req_id,timestamp,cpu_requested,mem_requested,task_duration
REQ_15473,2594,0.225,0.095,27
REQ_15474,2594,0.122,0.099,62
REQ_15475,2595,0.157,0.094,83
REQ_15476,2595,0.186,0.062,53
REQ_15477,2596,0.223,0.063,118
REQ_15478,2596,0.122,0.039,62
REQ_15479,2596,0.25,0.071,119
REQ_15480,2597,0.204,0.116,69
REQ_15481,2597,0.247,0.084,111
REQ_15482,2597,0.169,0.069,114
REQ_15483,2597,0.125,0.137,97
REQ_15484,2597,0.134,0.121,46
REQ_15485,2597,0.08,0.09,65
REQ_15486,2599,0.218,0.147,90
REQ_15487,2599,0.116,0.141,56
REQ_15488,2599,0.207,0.102,112
REQ_15489,2599,0.207,0.067,65
REQ_15490,2600,0.11,0.062,95
REQ_15491,2601,0.085,0.113,63
REQ_15492,2602,0.094,0.081,92
REQ_15493,2602,0.092,0.049,87
REQ_15494,2602,0.147,0.067,102
REQ_15495,2602,0.111,0.149,107
REQ_15496,2603,0.124,0.085,25
REQ_15497,2603,0.249,0.04,34
REQ_15498,2603,0.07,0.122,69
REQ_15499,2603,0.076,0.065,55
REQ_15500,2604,0.094,0.057,16
REQ_15501,2604,0.156,0.075,107
REQ_15502,2604,0.058,0.085,17
REQ_15503,2605,0.135,0.111,35
REQ_15504,2605,0.162,0.083,62
REQ_15505,2606,0.101,0.03,115
REQ_15506,2606,0.126,0.142,25
REQ_15507,2606,0.128,0.025,95
REQ_15508,2606,0.123,0.081,69
REQ_15509,2606,0.187,0.098,26
REQ_15510,2608,0.202,0.115,81
REQ_15511,2608,0.196,0.062,97
REQ_15512,2608,0.219,0.095,19
REQ_15513,2609,0.161,0.048,100
REQ_15514,2609,0.132,0.139,94
REQ_15515,2609,0.21,0.138,63
REQ_15516,2609,0.082,0.023,80
REQ_15517,2609,0.155,0.148,38
REQ_15518,2609,0.207,0.14,67
REQ_15519,2610,0.199,0.133,41
REQ_15520,2610,0.1,0.114,30
REQ_15521,2610,0.104,0.082,116
REQ_15522,2611,0.12,0.062,36
REQ_15523,2611,0.069,0.104,119
REQ_15524,2611,0.103,0.043,56
REQ_15525,2611,0.186,0.048,13
REQ_15526,2611,0.062,0.046,58
REQ_15527,2612,0.161,0.04,61
REQ_15528,2613,0.183,0.134,118
REQ_15529,2613,0.228,0.07,83
REQ_15530,2614,0.205,0.071,89
REQ_15531,2615,0.059,0.104,61
REQ_15532,2615,0.097,0.133,86
REQ_15533,2615,0.195,0.14,26
REQ_15534,2616,0.212,0.026,80
REQ_15535,2616,0.241,0.032,119
REQ_15536,2617,0.235,0.039,89
REQ_15537,2617,0.154,0.115,110
REQ_15538,2617,0.176,0.138,60
REQ_15539,2617,0.06,0.12,46
REQ_15540,2617,0.132,0.142,18
REQ_15541,2617,0.201,0.07,29
REQ_15542,2618,0.052,0.051,24
REQ_15543,2618,0.239,0.087,58
REQ_15544,2619,0.077,0.059,115
REQ_15545,2619,0.052,0.111,36
REQ_15546,2619,0.162,0.055,103
REQ_15547,2620,0.178,0.092,116
REQ_15548,2620,0.239,0.086,41
REQ_15549,2622,0.107,0.037,20
REQ_15550,2622,0.09,0.138,30
REQ_15551,2622,0.167,0.06,78
REQ_15552,2622,0.152,0.134,84
REQ_15553,2622,0.069,0.094,72
REQ_15554,2622,0.072,0.056,61
REQ_15555,2623,0.164,0.108,62
REQ_15556,2623,0.238,0.088,72
REQ_15557,2624,0.165,0.079,25
REQ_15558,2625,0.186,0.138,77
REQ_15559,2625,0.057,0.052,111
REQ_15560,2625,0.116,0.089,42
REQ_15561,2625,0.246,0.14,110
REQ_15562,2625,0.136,0.102,50
REQ_15563,2625,0.225,0.144,35
REQ_15564,2625,0.159,0.044,79
REQ_15565,2626,0.112,0.108,102
REQ_15566,2626,0.146,0.062,107
REQ_15567,2626,0.136,0.109,78
REQ_15568,2627,0.128,0.122,40
REQ_15569,2628,0.057,0.101,117
REQ_15570,2628,0.204,0.105,58
REQ_15571,2628,0.126,0.083,51
REQ_15572,2629,0.229,0.042,39
REQ_15573,2629,0.226,0.112,82
REQ_15574,2630,0.154,0.064,50
REQ_15575,2630,0.18,0.086,94
REQ_15576,2630,0.162,0.096,54
REQ_15577,2630,0.107,0.061,13
REQ_15578,2630,0.227,0.035,79
REQ_15579,2631,0.22,0.122,29
REQ_15580,2631,0.127,0.087,47
REQ_15581,2632,0.14,0.098,52
REQ_15582,2632,0.217,0.143,40
REQ_15583,2632,0.229,0.147,106
REQ_15584,2633,0.102,0.055,107
REQ_15585,2633,0.124,0.083,85
REQ_15586,2633,0.164,0.058,45
REQ_15587,2633,0.165,0.051,55
REQ_15588,2635,0.169,0.066,62
REQ_15589,2636,0.213,0.04,51
REQ_15590,2636,0.051,0.117,53
REQ_15591,2637,0.2,0.054,92
REQ_15592,2637,0.097,0.115,111
REQ_15593,2637,0.163,0.125,117
REQ_15594,2637,0.127,0.028,32
REQ_15595,2638,0.106,0.038,28
REQ_15596,2638,0.209,0.113,74
REQ_15597,2638,0.183,0.048,57
REQ_15598,2638,0.122,0.127,103
REQ_15599,2638,0.245,0.09,53
REQ_15600,2638,0.242,0.142,72
REQ_15601,2639,0.162,0.124,57
REQ_15602,2639,0.077,0.067,88
REQ_15603,2639,0.103,0.03,75
REQ_15604,2640,0.118,0.049,97
REQ_15605,2640,0.087,0.059,14
REQ_15606,2641,0.125,0.022,41
REQ_15607,2642,0.197,0.129,48
REQ_15608,2642,0.187,0.042,15
REQ_15609,2642,0.106,0.04,49
REQ_15610,2643,0.122,0.03,90
REQ_15611,2643,0.158,0.023,68
REQ_15612,2644,0.176,0.042,25
REQ_15613,2644,0.1,0.058,53
REQ_15614,2644,0.166,0.049,52
REQ_15615,2644,0.164,0.081,42
REQ_15616,2644,0.057,0.112,11
REQ_15617,2646,0.144,0.118,88
REQ_15618,2646,0.098,0.078,43
REQ_15619,2646,0.233,0.081,53
REQ_15620,2646,0.219,0.145,39
REQ_15621,2646,0.193,0.036,25
REQ_15622,2647,0.205,0.041,99
REQ_15623,2647,0.052,0.085,79
REQ_15624,2648,0.094,0.108,104
REQ_15625,2648,0.159,0.115,32
REQ_15626,2648,0.167,0.045,40
REQ_15627,2650,0.173,0.129,11
REQ_15628,2650,0.072,0.099,50
REQ_15629,2650,0.243,0.041,32
REQ_15630,2650,0.099,0.046,86
REQ_15631,2651,0.097,0.112,34
REQ_15632,2651,0.159,0.077,22
REQ_15633,2652,0.125,0.029,31
REQ_15634,2652,0.182,0.068,68
REQ_15635,2653,0.195,0.06,56
REQ_15636,2653,0.114,0.138,54
REQ_15637,2653,0.206,0.063,44
REQ_15638,2655,0.102,0.095,30
REQ_15639,2656,0.087,0.077,21
REQ_15640,2656,0.176,0.139,41
REQ_15641,2657,0.057,0.042,85
REQ_15642,2657,0.06,0.058,25
REQ_15643,2657,0.096,0.111,71
REQ_15644,2658,0.138,0.111,50
REQ_15645,2658,0.101,0.138,53
REQ_15646,2658,0.147,0.123,62
REQ_15647,2659,0.123,0.063,50
REQ_15648,2659,0.234,0.059,28
REQ_15649,2659,0.147,0.066,62
REQ_15650,2660,0.065,0.028,56
REQ_15651,2660,0.057,0.062,50
REQ_15652,2661,0.189,0.126,84
REQ_15653,2661,0.052,0.046,12
REQ_15654,2661,0.056,0.101,12
REQ_15655,2661,0.059,0.094,86
REQ_15656,2662,0.184,0.072,79
REQ_15657,2662,0.213,0.149,44
REQ_15658,2663,0.073,0.117,107
REQ_15659,2663,0.111,0.044,10
REQ_15660,2663,0.115,0.06,21
REQ_15661,2663,0.182,0.073,17
REQ_15662,2664,0.206,0.098,109
REQ_15663,2664,0.202,0.11,60
REQ_15664,2665,0.118,0.068,63
REQ_15665,2665,0.235,0.099,79
REQ_15666,2667,0.231,0.113,114
REQ_15667,2669,0.205,0.024,105
REQ_15668,2669,0.055,0.125,28
REQ_15669,2670,0.175,0.147,74
REQ_15670,2670,0.065,0.09,93
REQ_15671,2670,0.151,0.099,64
REQ_15672,2671,0.105,0.03,85
REQ_15673,2671,0.141,0.091,103
REQ_15674,2672,0.214,0.088,55
REQ_15675,2672,0.159,0.026,63
REQ_15676,2672,0.06,0.057,10
REQ_15677,2673,0.084,0.038,94
REQ_15678,2674,0.102,0.092,59
REQ_15679,2674,0.081,0.138,46
REQ_15680,2674,0.069,0.121,118
REQ_15681,2674,0.126,0.137,107
REQ_15682,2675,0.062,0.074,88
REQ_15683,2675,0.093,0.115,79
REQ_15684,2675,0.126,0.13,64
REQ_15685,2676,0.163,0.127,105
REQ_15686,2676,0.166,0.09,41
REQ_15687,2678,0.095,0.122,68
REQ_15688,2678,0.079,0.11,36
REQ_15689,2678,0.08,0.063,62
REQ_15690,2679,0.114,0.086,31
REQ_15691,2680,0.167,0.097,113
REQ_15692,2680,0.081,0.143,100
REQ_15693,2681,0.074,0.107,63
REQ_15694,2682,0.079,0.077,104
REQ_15695,2682,0.232,0.048,104
REQ_15696,2682,0.147,0.146,82
REQ_15697,2682,0.081,0.091,37
REQ_15698,2682,0.16,0.09,78
REQ_15699,2682,0.142,0.036,99
REQ_15700,2682,0.065,0.058,23
REQ_15701,2683,0.173,0.148,29
REQ_15702,2683,0.239,0.045,38
REQ_15703,2683,0.104,0.054,28
REQ_15704,2684,0.058,0.049,57
REQ_15705,2685,0.21,0.036,28
REQ_15706,2685,0.219,0.051,54
REQ_15707,2685,0.237,0.05,14
REQ_15708,2685,0.175,0.059,60
REQ_15709,2685,0.196,0.141,103
REQ_15710,2686,0.131,0.058,25
REQ_15711,2686,0.209,0.032,24
REQ_15712,2686,0.168,0.061,21
REQ_15713,2687,0.226,0.025,13
REQ_15714,2687,0.171,0.128,63
REQ_15715,2687,0.127,0.124,32
REQ_15716,2688,0.058,0.04,19
REQ_15717,2688,0.088,0.121,109
REQ_15718,2688,0.089,0.093,70
REQ_15719,2689,0.192,0.072,13
REQ_15720,2690,0.168,0.067,102
REQ_15721,2690,0.194,0.043,90
REQ_15722,2691,0.053,0.054,86
REQ_15723,2691,0.248,0.086,47
REQ_15724,2691,0.176,0.057,103
REQ_15725,2692,0.175,0.123,93
REQ_15726,2692,0.218,0.1,93
REQ_15727,2692,0.202,0.039,70
REQ_15728,2692,0.105,0.104,49
REQ_15729,2692,0.158,0.11,49
REQ_15730,2692,0.106,0.06,31
REQ_15731,2694,0.218,0.069,85
REQ_15732,2694,0.067,0.042,111
REQ_15733,2695,0.137,0.096,77
REQ_15734,2695,0.057,0.101,34
REQ_15735,2696,0.107,0.056,40
REQ_15736,2697,0.204,0.048,62
REQ_15737,2698,0.052,0.023,73
REQ_15738,2698,0.126,0.081,98
REQ_15739,2700,0.189,0.101,73
REQ_15740,2700,0.114,0.022,13
REQ_15741,2701,0.241,0.039,92
REQ_15742,2702,0.089,0.081,36
REQ_15743,2702,0.098,0.02,39
REQ_15744,2703,0.197,0.082,38
REQ_15745,2703,0.111,0.023,67
REQ_15746,2703,0.184,0.129,96
REQ_15747,2703,0.07,0.052,98
REQ_15748,2703,0.18,0.048,37
REQ_15749,2703,0.082,0.126,90
REQ_15750,2704,0.058,0.021,108
REQ_15751,2705,0.243,0.079,52
REQ_15752,2706,0.193,0.038,115
REQ_15753,2707,0.118,0.144,52
REQ_15754,2707,0.084,0.08,70
REQ_15755,2707,0.092,0.022,65
REQ_15756,2707,0.163,0.083,65
REQ_15757,2707,0.059,0.091,67
REQ_15758,2709,0.098,0.075,62
REQ_15759,2709,0.234,0.064,84
REQ_15760,2710,0.173,0.07,105
REQ_15761,2710,0.234,0.134,107
REQ_15762,2711,0.113,0.147,80
REQ_15763,2712,0.1,0.068,62
REQ_15764,2712,0.234,0.054,115
REQ_15765,2712,0.089,0.105,117
REQ_15766,2712,0.14,0.121,59
REQ_15767,2713,0.164,0.083,22
REQ_15768,2713,0.101,0.048,21
REQ_15769,2714,0.227,0.071,103
REQ_15770,2714,0.16,0.129,31
REQ_15771,2714,0.138,0.087,14
REQ_15772,2716,0.118,0.122,61
REQ_15773,2716,0.094,0.1,16
REQ_15774,2716,0.126,0.083,50
REQ_15775,2717,0.23,0.02,71
REQ_15776,2717,0.188,0.097,75
REQ_15777,2718,0.106,0.124,110
REQ_15778,2718,0.142,0.052,25
REQ_15779,2719,0.099,0.098,72
REQ_15780,2719,0.129,0.038,109
REQ_15781,2719,0.117,0.113,19
REQ_15782,2720,0.231,0.121,105
REQ_15783,2721,0.22,0.086,119
REQ_15784,2721,0.222,0.076,59
REQ_15785,2724,0.185,0.089,50
REQ_15786,2725,0.073,0.031,47
REQ_15787,2726,0.054,0.02,72
REQ_15788,2726,0.096,0.076,114
REQ_15789,2727,0.212,0.058,29
REQ_15790,2727,0.172,0.046,62
REQ_15791,2727,0.137,0.149,96
REQ_15792,2728,0.14,0.036,51
REQ_15793,2728,0.168,0.058,82
REQ_15794,2730,0.19,0.035,107
REQ_15795,2730,0.058,0.076,75
REQ_15796,2731,0.099,0.031,78
REQ_15797,2731,0.107,0.079,93
REQ_15798,2732,0.09,0.12,94
REQ_15799,2732,0.132,0.114,90
REQ_15800,2733,0.215,0.042,49
REQ_15801,2734,0.243,0.116,37
REQ_15802,2734,0.175,0.056,87
REQ_15803,2734,0.064,0.058,57
REQ_15804,2734,0.166,0.023,34
REQ_15805,2735,0.16,0.105,96
REQ_15806,2736,0.226,0.04,77
REQ_15807,2736,0.106,0.05,27
REQ_15808,2736,0.22,0.038,27
REQ_15809,2738,0.103,0.102,37
REQ_15810,2738,0.09,0.063,73
REQ_15811,2738,0.193,0.147,95
REQ_15812,2739,0.107,0.048,31
REQ_15813,2739,0.081,0.098,83
REQ_15814,2740,0.087,0.065,117
REQ_15815,2740,0.159,0.052,34
REQ_15816,2741,0.142,0.095,36
REQ_15817,2742,0.072,0.051,107
REQ_15818,2742,0.137,0.107,28
REQ_15819,2742,0.187,0.11,42
REQ_15820,2744,0.15,0.052,66
REQ_15821,2744,0.239,0.06,78
REQ_15822,2745,0.066,0.024,78
REQ_15823,2745,0.233,0.036,107
REQ_15824,2746,0.192,0.103,102
REQ_15825,2746,0.085,0.11,95
REQ_15826,2746,0.153,0.126,16
REQ_15827,2746,0.091,0.024,63
REQ_15828,2747,0.124,0.098,84
REQ_15829,2747,0.149,0.054,115
REQ_15830,2748,0.178,0.052,22
REQ_15831,2749,0.1,0.035,49
REQ_15832,2749,0.197,0.021,116
REQ_15833,2751,0.191,0.034,47
REQ_15834,2752,0.193,0.099,97
REQ_15835,2753,0.113,0.102,80
REQ_15836,2753,0.179,0.089,25
REQ_15837,2754,0.215,0.038,43
REQ_15838,2755,0.074,0.048,34
REQ_15839,2756,0.13,0.035,10
REQ_15840,2757,0.055,0.129,30
REQ_15841,2757,0.063,0.139,13
REQ_15842,2759,0.186,0.14,97
REQ_15843,2759,0.137,0.028,46
REQ_15844,2759,0.182,0.054,19
REQ_15845,2760,0.234,0.028,57
REQ_15846,2760,0.068,0.052,119
REQ_15847,2761,0.21,0.03,110
REQ_15848,2763,0.135,0.071,48
REQ_15849,2763,0.115,0.145,28
REQ_15850,2765,0.142,0.055,54
REQ_15851,2765,0.244,0.068,63
REQ_15852,2766,0.161,0.111,86
REQ_15853,2767,0.25,0.148,33
REQ_15854,2767,0.159,0.116,66
REQ_15855,2767,0.062,0.107,40
REQ_15856,2768,0.098,0.097,13
REQ_15857,2769,0.11,0.032,77
REQ_15858,2772,0.145,0.104,15
REQ_15859,2774,0.075,0.087,112
REQ_15860,2775,0.222,0.104,103
REQ_15861,2777,0.096,0.107,43
REQ_15862,2778,0.095,0.141,14
REQ_15863,2778,0.229,0.136,23
REQ_15864,2778,0.132,0.135,102
REQ_15865,2778,0.099,0.106,100
REQ_15866,2780,0.174,0.028,105
REQ_15867,2781,0.101,0.12,18
REQ_15868,2781,0.064,0.086,54
REQ_15869,2781,0.249,0.083,58
REQ_15870,2782,0.195,0.058,108
REQ_15871,2782,0.127,0.096,26
REQ_15872,2782,0.17,0.138,90
REQ_15873,2782,0.215,0.139,104
REQ_15874,2783,0.229,0.088,87
REQ_15875,2783,0.235,0.13,99
REQ_15876,2784,0.19,0.131,83
REQ_15877,2784,0.18,0.084,40
REQ_15878,2785,0.145,0.144,39
REQ_15879,2787,0.091,0.088,61
REQ_15880,2788,0.222,0.021,19
REQ_15881,2789,0.194,0.147,112
REQ_15882,2793,0.195,0.054,99
REQ_15883,2793,0.115,0.072,100
REQ_15884,2795,0.09,0.131,42
REQ_15885,2799,0.144,0.029,82
REQ_15886,2801,0.169,0.023,101
REQ_15887,2804,0.219,0.111,14
REQ_15888,2805,0.055,0.079,20
REQ_15889,2806,0.071,0.062,90
REQ_15890,2806,0.176,0.029,115
REQ_15891,2807,0.15,0.028,65
REQ_15892,2809,0.151,0.069,16
REQ_15893,2809,0.153,0.037,29
REQ_15894,2811,0.245,0.045,30
REQ_15895,2811,0.133,0.09,41
REQ_15896,2811,0.067,0.142,41
REQ_15897,2813,0.122,0.147,42
REQ_15898,2814,0.215,0.093,108
REQ_15899,2815,0.122,0.053,106
REQ_15900,2815,0.086,0.029,57
REQ_15901,2816,0.082,0.084,102
REQ_15902,2816,0.158,0.077,84
REQ_15903,2817,0.213,0.12,58
REQ_15904,2818,0.065,0.14,111
REQ_15905,2819,0.15,0.056,52
REQ_15906,2820,0.174,0.144,82
REQ_15907,2823,0.234,0.122,60
REQ_15908,2824,0.239,0.147,119
REQ_15909,2824,0.175,0.073,113
REQ_15910,2826,0.248,0.076,48
REQ_15911,2827,0.124,0.042,114
REQ_15912,2827,0.172,0.068,93
REQ_15913,2827,0.183,0.046,21
REQ_15914,2827,0.118,0.084,119
REQ_15915,2829,0.218,0.067,99
REQ_15916,2830,0.17,0.056,119
REQ_15917,2830,0.173,0.027,103
REQ_15918,2834,0.209,0.076,112
REQ_15919,2835,0.083,0.058,54
REQ_15920,2835,0.1,0.124,43
REQ_15921,2836,0.201,0.143,24
REQ_15922,2837,0.141,0.119,25
REQ_15923,2838,0.138,0.022,43
REQ_15924,2838,0.078,0.09,14
REQ_15925,2839,0.192,0.067,79
REQ_15926,2839,0.135,0.065,63
REQ_15927,2839,0.227,0.15,28
REQ_15928,2843,0.214,0.099,74
REQ_15929,2844,0.089,0.112,25
REQ_15930,2845,0.216,0.087,14
REQ_15931,2845,0.183,0.095,86
REQ_15932,2845,0.186,0.072,52
REQ_15933,2846,0.165,0.065,91
REQ_15934,2846,0.167,0.131,110
REQ_15935,2846,0.08,0.149,60
REQ_15936,2847,0.107,0.072,50
REQ_15937,2847,0.088,0.063,24
REQ_15938,2847,0.181,0.097,112
REQ_15939,2848,0.084,0.074,114
REQ_15940,2850,0.131,0.141,11
REQ_15941,2851,0.243,0.046,78
REQ_15942,2853,0.137,0.067,36
REQ_15943,2855,0.211,0.053,99
REQ_15944,2857,0.222,0.056,35
REQ_15945,2857,0.175,0.077,38
REQ_15946,2859,0.114,0.134,68
REQ_15947,2859,0.236,0.075,103
REQ_15948,2861,0.199,0.041,79
REQ_15949,2862,0.247,0.131,117
REQ_15950,2863,0.141,0.091,48
REQ_15951,2863,0.135,0.051,98
REQ_15952,2863,0.082,0.037,17
REQ_15953,2866,0.148,0.112,46
REQ_15954,2866,0.203,0.145,103
REQ_15955,2866,0.128,0.078,105
REQ_15956,2866,0.223,0.049,47
REQ_15957,2867,0.222,0.102,62
REQ_15958,2868,0.203,0.142,81
REQ_15959,2870,0.19,0.041,96
REQ_15960,2870,0.107,0.052,116
REQ_15961,2871,0.101,0.065,56
REQ_15962,2872,0.141,0.14,26
REQ_15963,2872,0.187,0.093,13
REQ_15964,2872,0.055,0.098,61
REQ_15965,2873,0.091,0.105,45
REQ_15966,2874,0.119,0.087,13
REQ_15967,2875,0.249,0.04,12
REQ_15968,2875,0.114,0.117,114
REQ_15969,2876,0.09,0.05,116
REQ_15970,2876,0.116,0.058,78
REQ_15971,2876,0.124,0.148,53
REQ_15972,2878,0.237,0.037,30
REQ_15973,2879,0.183,0.046,117
REQ_15974,2879,0.235,0.089,44
REQ_15975,2879,0.073,0.148,109
REQ_15976,2881,0.193,0.074,56
REQ_15977,2881,0.174,0.06,114
REQ_15978,2887,0.209,0.078,61
REQ_15979,2887,0.209,0.024,22
REQ_15980,2889,0.097,0.103,95
REQ_15981,2889,0.075,0.053,94
REQ_15982,2889,0.187,0.101,70
REQ_15983,2891,0.248,0.149,42
REQ_15984,2891,0.05,0.111,31
REQ_15985,2892,0.216,0.145,76
REQ_15986,2892,0.069,0.044,22
REQ_15987,2893,0.152,0.046,103
REQ_15988,2894,0.219,0.073,94
REQ_15989,2895,0.115,0.127,25
REQ_15990,2896,0.151,0.045,20
REQ_15991,2897,0.205,0.114,18
REQ_15992,2898,0.234,0.022,25
REQ_15993,2900,0.138,0.104,98
REQ_15994,2901,0.231,0.104,60
REQ_15995,2901,0.183,0.085,80
REQ_15996,2906,0.152,0.111,12
REQ_15997,2908,0.098,0.121,72
REQ_15998,2909,0.142,0.116,63
REQ_15999,2910,0.152,0.123,28
REQ_16000,2910,0.125,0.147,109
REQ_16001,2910,0.175,0.086,17
REQ_16002,2912,0.225,0.112,35
REQ_16003,2912,0.21,0.035,43
REQ_16004,2914,0.182,0.03,106
REQ_16005,2916,0.118,0.134,34
REQ_16006,2917,0.199,0.089,71
REQ_16007,2918,0.248,0.029,75
REQ_16008,2921,0.154,0.066,37
REQ_16009,2921,0.202,0.056,21
REQ_16010,2924,0.171,0.026,89
REQ_16011,2926,0.234,0.099,55
REQ_16012,2927,0.124,0.047,18
REQ_16013,2927,0.1,0.095,87
REQ_16014,2928,0.122,0.083,50
REQ_16015,2929,0.142,0.047,64
REQ_16016,2929,0.211,0.07,106
REQ_16017,2930,0.139,0.113,90
REQ_16018,2931,0.164,0.076,18
REQ_16019,2932,0.152,0.069,105
REQ_16020,2933,0.115,0.091,61
REQ_16021,2933,0.179,0.041,45
REQ_16022,2934,0.221,0.127,40
REQ_16023,2935,0.068,0.028,116
REQ_16024,2935,0.169,0.094,95
REQ_16025,2936,0.063,0.053,24
REQ_16026,2938,0.176,0.105,65
REQ_16027,2938,0.227,0.11,23
REQ_16028,2939,0.227,0.145,75
REQ_16029,2940,0.137,0.037,35
REQ_16030,2942,0.144,0.084,11
REQ_16031,2942,0.139,0.148,51
REQ_16032,2942,0.125,0.113,17
REQ_16033,2942,0.104,0.05,56
REQ_16034,2943,0.115,0.111,31
REQ_16035,2944,0.143,0.143,84
REQ_16036,2945,0.079,0.106,67
REQ_16037,2945,0.202,0.07,64
REQ_16038,2945,0.168,0.115,82
REQ_16039,2946,0.246,0.029,46
REQ_16040,2946,0.242,0.075,18
REQ_16041,2947,0.08,0.131,92
REQ_16042,2947,0.201,0.111,35
REQ_16043,2948,0.11,0.066,116
REQ_16044,2948,0.203,0.081,24
REQ_16045,2949,0.199,0.056,49
REQ_16046,2949,0.144,0.047,43
REQ_16047,2949,0.248,0.046,116
REQ_16048,2949,0.056,0.139,54
REQ_16049,2950,0.161,0.047,50
REQ_16050,2950,0.116,0.06,100
REQ_16051,2951,0.18,0.078,76
REQ_16052,2951,0.158,0.055,54
REQ_16053,2951,0.056,0.029,115
REQ_16054,2952,0.146,0.092,21
REQ_16055,2953,0.243,0.03,33
REQ_16056,2953,0.07,0.125,16
REQ_16057,2953,0.151,0.059,12
REQ_16058,2954,0.113,0.138,77
REQ_16059,2954,0.095,0.135,115
REQ_16060,2954,0.173,0.029,97
REQ_16061,2955,0.163,0.145,64
REQ_16062,2955,0.152,0.1,114
REQ_16063,2956,0.17,0.068,37
REQ_16064,2956,0.189,0.127,51
REQ_16065,2957,0.177,0.026,97
REQ_16066,2958,0.188,0.121,12
REQ_16067,2958,0.124,0.078,65
REQ_16068,2958,0.114,0.145,91
REQ_16069,2959,0.155,0.131,48
REQ_16070,2959,0.157,0.144,50
REQ_16071,2960,0.145,0.038,55
REQ_16072,2961,0.159,0.134,85
REQ_16073,2962,0.117,0.036,65
REQ_16074,2963,0.156,0.038,45
REQ_16075,2964,0.243,0.069,57
REQ_16076,2965,0.191,0.098,112
REQ_16077,2966,0.227,0.05,50
REQ_16078,2967,0.074,0.058,28
REQ_16079,2969,0.157,0.061,114
REQ_16080,2969,0.186,0.059,48
REQ_16081,2969,0.243,0.145,114
REQ_16082,2969,0.166,0.131,35
REQ_16083,2970,0.077,0.031,68
REQ_16084,2970,0.144,0.074,38
REQ_16085,2970,0.186,0.128,65
REQ_16086,2972,0.144,0.126,69
REQ_16087,2972,0.054,0.09,69
REQ_16088,2972,0.163,0.148,73
REQ_16089,2973,0.079,0.089,41
REQ_16090,2973,0.198,0.119,55
REQ_16091,2973,0.13,0.119,12
REQ_16092,2974,0.082,0.085,68
REQ_16093,2976,0.181,0.12,118
REQ_16094,2976,0.178,0.132,75
REQ_16095,2976,0.097,0.093,118
REQ_16096,2979,0.139,0.083,94
REQ_16097,2980,0.063,0.038,74
REQ_16098,2981,0.1,0.027,40
REQ_16099,2981,0.237,0.071,105
REQ_16100,2982,0.119,0.036,92
REQ_16101,2983,0.172,0.12,89
REQ_16102,2983,0.239,0.046,66
REQ_16103,2983,0.222,0.102,76
REQ_16104,2983,0.092,0.108,61
REQ_16105,2984,0.249,0.029,40
REQ_16106,2985,0.069,0.061,94
REQ_16107,2985,0.18,0.062,111
REQ_16108,2985,0.206,0.104,77
REQ_16109,2986,0.152,0.061,83
REQ_16110,2986,0.176,0.12,26
REQ_16111,2986,0.081,0.145,64
REQ_16112,2987,0.177,0.121,25
REQ_16113,2987,0.104,0.059,94
REQ_16114,2987,0.145,0.086,57
REQ_16115,2988,0.245,0.081,55
REQ_16116,2988,0.188,0.143,56
REQ_16117,2988,0.245,0.059,31
REQ_16118,2988,0.052,0.123,64
REQ_16119,2988,0.105,0.05,21
REQ_16120,2988,0.248,0.136,31
REQ_16121,2988,0.056,0.071,27
REQ_16122,2988,0.161,0.139,50
REQ_16123,2989,0.111,0.111,18
REQ_16124,2989,0.053,0.143,16
REQ_16125,2989,0.051,0.065,93
REQ_16126,2990,0.166,0.124,48
REQ_16127,2990,0.148,0.108,23
REQ_16128,2990,0.242,0.064,59
REQ_16129,2991,0.091,0.127,48
REQ_16130,2991,0.223,0.025,14
REQ_16131,2991,0.076,0.107,25
REQ_16132,2991,0.211,0.102,89
REQ_16133,2992,0.24,0.077,60
REQ_16134,2992,0.131,0.05,36
REQ_16135,2993,0.051,0.094,49
REQ_16136,2994,0.11,0.03,103
REQ_16137,2994,0.103,0.096,82
REQ_16138,2994,0.061,0.025,67
REQ_16139,2994,0.08,0.139,91
REQ_16140,2994,0.169,0.074,82
REQ_16141,2994,0.116,0.063,48
REQ_16142,2995,0.09,0.021,80
REQ_16143,2995,0.186,0.025,57
REQ_16144,2995,0.232,0.111,10
REQ_16145,2995,0.111,0.094,79
REQ_16146,2996,0.194,0.129,108
REQ_16147,2997,0.229,0.099,21
REQ_16148,2997,0.178,0.128,23
REQ_16149,2998,0.206,0.052,107
REQ_16150,2998,0.227,0.111,33
REQ_16151,3000,0.159,0.098,57
REQ_16152,3000,0.13,0.051,14
REQ_16153,3000,0.169,0.137,108
REQ_16154,3001,0.187,0.02,13
REQ_16155,3002,0.054,0.025,75
REQ_16156,3003,0.241,0.089,35
REQ_16157,3003,0.216,0.141,64
REQ_16158,3003,0.195,0.026,83
REQ_16159,3003,0.153,0.134,42
REQ_16160,3004,0.143,0.033,94
REQ_16161,3006,0.135,0.085,78
REQ_16162,3006,0.17,0.096,92
REQ_16163,3007,0.11,0.085,49
REQ_16164,3008,0.196,0.069,86
REQ_16165,3008,0.177,0.142,26
REQ_16166,3010,0.057,0.08,84
REQ_16167,3010,0.222,0.108,94
REQ_16168,3010,0.085,0.071,76
REQ_16169,3011,0.063,0.042,55
REQ_16170,3011,0.147,0.036,92
